gid,request,reason,node_priority
100000003025903100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 386 тыс ₸, p_forward=0.57",0.4819
100000005958064100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 158 тыс ₸ больше, чем получил в выборке",0.4819
100000003985389100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 423 тыс ₸, p_forward=0.57",0.4815
100000003692843100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 510 тыс ₸, p_forward=0.40",0.4803
100000003470579100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 357 тыс ₸, p_forward=0.40",0.4797
100000008680731100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 1,46 млн ₸ больше, чем получил в выборке",0.479
100000001439416100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 155 тыс ₸ больше, чем получил в выборке",0.478
100000001782980100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 546 тыс ₸ больше, чем получил в выборке",0.4779
100000003037476100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 555 тыс ₸, p_forward=0.62",0.4742
100000000733940100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 752 тыс ₸, p_forward=0.40",0.4732
100000004006327100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 300 тыс ₸, p_forward=0.40",0.4703
100000008760098100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 383 тыс ₸ больше, чем получил в выборке",0.4683
100000008695157100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 426 тыс ₸, p_forward=0.40",0.468
100000007747786100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 4,24 млн ₸ больше, чем получил в выборке",0.4678
100000001831496100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 348 тыс ₸ больше, чем получил в выборке",0.4653
100000006232642100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 456 тыс ₸, p_forward=0.40",0.4619
100000006638021100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 388 тыс ₸, p_forward=0.50",0.4606
100000001904863100,Операции за август 2026,"основные поступления 30–31 июля (500 тыс ₸), продолжение не видно",0.4604
100000005815602100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 145 тыс ₸ больше, чем получил в выборке",0.4587
100000004722630100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 340 тыс ₸, p_forward=0.40",0.4579
100000004610802100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 241 тыс ₸, p_forward=0.57",0.457
100000005498992100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 2,26 млн ₸ больше, чем получил в выборке",0.4567
100000007865484100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 585 тыс ₸, p_forward=0.40",0.4567
100000003843844100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 221 тыс ₸ больше, чем получил в выборке",0.4553
100000001957974100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 500 тыс ₸, p_forward=0.26",0.4539
100000003128638100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 300 тыс ₸, p_forward=0.26",0.4523
100000005034574100,Операции за август 2026,"основные поступления 30–31 июля (259 тыс ₸), продолжение не видно",0.4519
100000008738526100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 125 тыс ₸ больше, чем получил в выборке",0.4483
100000001427082100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 120 тыс ₸ больше, чем получил в выборке",0.4462
100000005264990100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 105 тыс ₸ больше, чем получил в выборке",0.4459
100000005041905100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 1,08 млн ₸ больше, чем получил в выборке",0.4452
100000008775471100,Операции за август 2026,"основные поступления 30–31 июля (580 тыс ₸), продолжение не видно",0.4424
100000008619159100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 446 тыс ₸, p_forward=0.40",0.4423
100000003664994100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 338 тыс ₸, p_forward=0.40",0.4417
100000003192309100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 196 тыс ₸ больше, чем получил в выборке",0.4411
100000008190411100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 198 тыс ₸, p_forward=0.57",0.4402
100000008740295100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 300 тыс ₸, p_forward=0.26",0.4361
100000008551752100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 406 тыс ₸, p_forward=0.40",0.4334
100000008708207100,Операции за август 2026,"основные поступления 30–31 июля (465 тыс ₸), продолжение не видно",0.4326
100000004358004100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 981 тыс ₸ больше, чем получил в выборке",0.4326
100000008555233100,Операции за август 2026,"основные поступления 30–31 июля (441 тыс ₸), продолжение не видно",0.43
100000004500781100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 74 тыс ₸, p_forward=0.57",0.4281
100000007982728100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 1,80 млн ₸ больше, чем получил в выборке",0.4262
100000006901046100,Операции за август 2026,"основные поступления 30–31 июля (76 тыс ₸), продолжение не видно",0.4247
100000004652395100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 102 тыс ₸, p_forward=0.78",0.4246
100000000569479100,Операции за август 2026,"основные поступления 30–31 июля (320 тыс ₸), продолжение не видно",0.4239
100000000795129100,Операции за август 2026,"основные поступления 30–31 июля (332 тыс ₸), продолжение не видно",0.4237
100000004269433100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 1,37 млн ₸ больше, чем получил в выборке",0.4224
100000003034546100,Операции за август 2026,"основные поступления 30–31 июля (487 тыс ₸), продолжение не видно",0.4212
100000007591246100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 108 тыс ₸ больше, чем получил в выборке",0.4188
100000001680944100,Операции за август 2026,"основные поступления 30–31 июля (393 тыс ₸), продолжение не видно",0.4171
100000008675322100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 340 тыс ₸, p_forward=0.40",0.4112
100000006689603100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 400 тыс ₸, p_forward=0.40",0.4093
100000002119762100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 77 тыс ₸, p_forward=0.57",0.4075
100000003321423100,Операции за август 2026,"основные поступления 30–31 июля (100 тыс ₸), продолжение не видно",0.4066
100000003345947100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 80 тыс ₸, p_forward=0.57",0.4037
100000004417753100,Операции за август 2026,"основные поступления 30–31 июля (192 тыс ₸), продолжение не видно",0.3976
100000003447411100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 302 тыс ₸, p_forward=0.40",0.3885
100000001184915100,Операции за август 2026,"основные поступления 30–31 июля (201 тыс ₸), продолжение не видно",0.3871
100000008279405100,Операции за август 2026,"основные поступления 30–31 июля (235 тыс ₸), продолжение не видно",0.3859
100000008751380100,Операции за август 2026,"основные поступления 30–31 июля (346 тыс ₸), продолжение не видно",0.3859
100000001285440100,Операции за август 2026,"основные поступления 30–31 июля (243 тыс ₸), продолжение не видно",0.3797
100000002516862100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 82 тыс ₸, p_forward=0.57",0.3757
100000003031003100,Операции за август 2026,"основные поступления 30–31 июля (280 тыс ₸), продолжение не видно",0.374
100000004993576100,Операции за август 2026,"основные поступления 30–31 июля (167 тыс ₸), продолжение не видно",0.3718
100000002633701100,Операции за август 2026,"основные поступления 30–31 июля (267 тыс ₸), продолжение не видно",0.3709
100000001733687100,Операции за август 2026,"основные поступления 30–31 июля (300 тыс ₸), продолжение не видно",0.3703
100000006756956100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 121 тыс ₸, p_forward=0.57",0.3697
100000004388983100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 451 тыс ₸ больше, чем получил в выборке",0.3696
100000008596924100,Операции за август 2026,"основные поступления 30–31 июля (100 тыс ₸), продолжение не видно",0.3693
100000001009583100,Операции за август 2026,"основные поступления 30–31 июля (394 тыс ₸), продолжение не видно",0.3672
100000000557536100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 153 тыс ₸, p_forward=0.57",0.3623
100000002883402100,Операции за август 2026,"основные поступления 30–31 июля (300 тыс ₸), продолжение не видно",0.3587
100000006490615100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 42 тыс ₸, p_forward=0.57",0.354
100000004813068100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 297 тыс ₸ больше, чем получил в выборке",0.3539
100000005485830100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 276 тыс ₸ больше, чем получил в выборке",0.3513
100000001686328100,Операции за август 2026,"основные поступления 30–31 июля (140 тыс ₸), продолжение не видно",0.3434
100000007018630100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 200 тыс ₸ больше, чем получил в выборке",0.3371
100000005417257100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 106 тыс ₸ больше, чем получил в выборке",0.3315
100000002492277100,Операции за август 2026,"основные поступления 30–31 июля (138 тыс ₸), продолжение не видно",0.3307
100000003230328100,Выписка исходящих за июль–август,"4-е колено: исходящие не выгружены; получил 27 тыс ₸, p_forward=0.62",0.3223
100000004792397100,Операции за август 2026,"основные поступления 30–31 июля (74 тыс ₸), продолжение не видно",0.3197
100000001275752100,Операции за август 2026,"основные поступления 30–31 июля (152 тыс ₸), продолжение не видно",0.3195
100000002969048100,Операции за август 2026,"основные поступления 30–31 июля (108 тыс ₸), продолжение не видно",0.3186
100000008522127100,Входящие переводы от клиентов вне выборки / других банков,"отправил на 145 тыс ₸ больше, чем получил в выборке",0.3163
100000004491749100,Операции за август 2026,"основные поступления 30–31 июля (50 тыс ₸), продолжение не видно",0.3118
100000005931985100,Операции за август 2026,"основные поступления 30–31 июля (76 тыс ₸), продолжение не видно",0.3077
100000002852402100,Операции за август 2026,"основные поступления 30–31 июля (55 тыс ₸), продолжение не видно",0.3076
100000003292191100,Операции за август 2026,"основные поступления 30–31 июля (112 тыс ₸), продолжение не видно",0.3068
100000003073398100,Операции за август 2026,"основные поступления 30–31 июля (93 тыс ₸), продолжение не видно",0.3045
100000004671609100,Операции за август 2026,"основные поступления 30–31 июля (100 тыс ₸), продолжение не видно",0.3023
100000008782421100,Операции за август 2026,"основные поступления 30–31 июля (50 тыс ₸), продолжение не видно",0.291
100000008782800100,Операции за август 2026,"основные поступления 30–31 июля (43 тыс ₸), продолжение не видно",0.2821
100000008776298100,Операции за август 2026,"основные поступления 30–31 июля (43 тыс ₸), продолжение не видно",0.2817
100000008776420100,Операции за август 2026,"основные поступления 30–31 июля (70 тыс ₸), продолжение не видно",0.2775
100000001785161100,Операции за август 2026,"основные поступления 30–31 июля (30 тыс ₸), продолжение не видно",0.2716
100000004959752100,Операции за август 2026,"основные поступления 30–31 июля (22 тыс ₸), продолжение не видно",0.2696
100000001279875100,Операции за август 2026,"основные поступления 30–31 июля (49 тыс ₸), продолжение не видно",0.2687
100000008779584100,Операции за август 2026,"основные поступления 30–31 июля (31 тыс ₸), продолжение не видно",0.2663
100000002628146100,Операции за август 2026,"основные поступления 30–31 июля (30 тыс ₸), продолжение не видно",0.2652
100000005809252100,Операции за август 2026,"основные поступления 30–31 июля (25 тыс ₸), продолжение не видно",0.2641
100000000954884100,Операции за август 2026,"основные поступления 30–31 июля (34 тыс ₸), продолжение не видно",0.2602
100000003711830100,Операции за август 2026,"основные поступления 30–31 июля (50 тыс ₸), продолжение не видно",0.2598
100000001250022100,Операции за август 2026,"основные поступления 30–31 июля (50 тыс ₸), продолжение не видно",0.2598
100000002908521100,Операции за август 2026,"основные поступления 30–31 июля (44 тыс ₸), продолжение не видно",0.25
100000002459164100,Операции за август 2026,"основные поступления 30–31 июля (20 тыс ₸), продолжение не видно",0.2462
100000007347733100,Операции за август 2026,"основные поступления 30–31 июля (23 тыс ₸), продолжение не видно",0.2427
100000002369510100,Операции за август 2026,"основные поступления 30–31 июля (37 тыс ₸), продолжение не видно",0.2411
100000008547295100,Операции за август 2026,"основные поступления 30–31 июля (15 тыс ₸), продолжение не видно",0.2376
100000001557930100,Операции за август 2026,"основные поступления 30–31 июля (35 тыс ₸), продолжение не видно",0.2374
100000008503177100,Операции за август 2026,"основные поступления 30–31 июля (34 тыс ₸), продолжение не видно",0.2363
100000002820010100,Операции за август 2026,"основные поступления 30–31 июля (30 тыс ₸), продолжение не видно",0.2292
100000001164648100,Операции за август 2026,"основные поступления 30–31 июля (14 тыс ₸), продолжение не видно",0.2156
100000005186109100,Операции за август 2026,"основные поступления 30–31 июля (5 тыс ₸), продолжение не видно",0.2153
100000001420847100,Операции за август 2026,"основные поступления 30–31 июля (20 тыс ₸), продолжение не видно",0.2131
100000008782056100,Операции за август 2026,"основные поступления 30–31 июля (29 тыс ₸), продолжение не видно",0.2059
100000003962994100,Операции за август 2026,"основные поступления 30–31 июля (10 тыс ₸), продолжение не видно",0.2046
100000005395727100,Операции за август 2026,"основные поступления 30–31 июля (17 тыс ₸), продолжение не видно",0.1835
100000008129393100,Операции за август 2026,"основные поступления 30–31 июля (10 тыс ₸), продолжение не видно",0.1824
100000008777088100,Операции за август 2026,"основные поступления 30–31 июля (18 тыс ₸), продолжение не видно",0.1812
100000001860090100,Операции за август 2026,"основные поступления 30–31 июля (5 тыс ₸), продолжение не видно",0.1737
100000001262647100,Операции за август 2026,"основные поступления 30–31 июля (24 тыс ₸), продолжение не видно",0.1717
100000008776576100,Операции за август 2026,"основные поступления 30–31 июля (15 тыс ₸), продолжение не видно",0.17
100000004435304100,Операции за август 2026,"основные поступления 30–31 июля (26 тыс ₸), продолжение не видно",0.1682
100000008776720100,Операции за август 2026,"основные поступления 30–31 июля (26 тыс ₸), продолжение не видно",0.1675
100000004388209100,Операции за август 2026,"основные поступления 30–31 июля (12 тыс ₸), продолжение не видно",0.1637
100000008776310100,Операции за август 2026,"основные поступления 30–31 июля (19 тыс ₸), продолжение не видно",0.1497
100000001138376100,Операции за август 2026,"основные поступления 30–31 июля (15 тыс ₸), продолжение не видно",0.1398
100000003927792100,Операции за август 2026,"основные поступления 30–31 июля (13 тыс ₸), продолжение не видно",0.1336
100000002742067100,Операции за август 2026,"основные поступления 30–31 июля (13 тыс ₸), продолжение не видно",0.1327
100000008754608100,Операции за август 2026,"основные поступления 30–31 июля (12 тыс ₸), продолжение не видно",0.1318
100000008463968100,Операции за август 2026,"основные поступления 30–31 июля (10 тыс ₸), продолжение не видно",0.1253
100000005030592100,Операции за август 2026,"основные поступления 30–31 июля (10 тыс ₸), продолжение не видно",0.1253
100000007382152100,Операции за август 2026,"основные поступления 30–31 июля (6 тыс ₸), продолжение не видно",0.1155
100000005560900100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000005550592100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000005235389100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000005480435100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000005017150100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000000456947100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000003265658100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000003349739100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000003770083100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000004021459100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000004174835100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000005568407100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000005495722100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000005087431100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000008117324100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000008205000100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000008513251100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000008669037100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
100000008701222100,Наличные/межбанковские операции и переводы < 5 000 ₸,seed без внутрибанковских переводов ≥5 000 ₸ за июль,0.0986
