rank,gid,role,priority_score,why,role_score,is_seed,new_lead,cluster_id,evidence
30,100000004071080100,consolidator,0.7485,"Консолидатор (уверенность 0.73; R3: in_deg=9≥4). Получает от 9 плательщиков: 239 тыс ₸, 16 переводов (в среднем 15 тыс ₸); seed среди плательщиков: 1; дальше ушло 19% полученного 2 получателям. Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; повторяющиеся одинаковые суммы. Приоритет 0.749 = роль 0.229 + оборот 0.192 + центральность 0.194 + связь с seed 0.033 + сигналы 0.100. Кластер 1: Признаки управляющего ядра: координатор …318100 (от 4 плательщиков, 19 получателей, 759 тыс ₸); веерная раздача: …795100 → 14 получателей (1,72 млн ₸) — возможны выплаты участникам/обналичивание.",0.727,False,True,1,"Получает от 9 плательщиков: 239 тыс ₸, 16 переводов (в среднем 15 тыс ₸); seed среди плательщиков: 1; дальше ушло 19% полученного 2 получателям"
31,100000006518161100,transit,0.7434,"Транзит (уверенность 0.90; R4: out/in=1.00∈[0.8;1.2]). Получил 594 тыс ₸ от 3 плательщиков (13 переводов), отправил 596 тыс ₸ 2 получателям (13 переводов); дальше ушло 100%; 50% полученного ушло за ≤2 дн; seed среди плательщиков: 1. Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; аномальный профиль относительно своего колена. Приоритет 0.743 = роль 0.189 + оборот 0.235 + центральность 0.186 + связь с seed 0.033 + сигналы 0.100. Кластер 6: Признаки управляющего ядра: координатор …603100 (от 2 плательщиков, 6 получателей, 195 тыс ₸); признаки консолидации: …528100 собирает от 5 плательщиков (1,07 млн ₸), в кластере 7 seed.",0.9,False,True,6,"Получил 594 тыс ₸ от 3 плательщиков (13 переводов), отправил 596 тыс ₸ 2 получателям (13 переводов); дальше ушло 100%; 50% полученного ушло за ≤2 дн; seed среди плательщиков: 1"
32,100000006889963100,consolidator,0.7395,"Консолидатор (уверенность 0.50; R3: in_deg=4≥4). Получает от 4 плательщиков: 1,43 млн ₸, 6 переводов (в среднем 238 тыс ₸); seed среди плательщиков: 2; дальше ушло 31% полученного 1 получателю; 4 плательщиков за один день (21.07). Сигналы: синхронные поступления от нескольких плательщиков в один день; устойчивый повторяющийся маршрут A→B→C; повторяющиеся одинаковые суммы. Приоритет 0.740 = роль 0.158 + оборот 0.242 + центральность 0.174 + связь с seed 0.067 + сигналы 0.100. Кластер 3: Признаки управляющего ядра: координатор …309100 (от 5 плательщиков, 99 получателей, 23,99 млн ₸); веерная раздача: …063100 → 15 получателей (959 тыс ₸) — возможны выплаты участникам/обналичивание.",0.5,False,True,3,"Получает от 4 плательщиков: 1,43 млн ₸, 6 переводов (в среднем 238 тыс ₸); seed среди плательщиков: 2; дальше ушло 31% полученного 1 получателю; 4 плательщиков за один день (21.07)"
33,100000005704413100,distributor,0.7383,"Распределитель (уверенность 0.72; R2: out_deg=32≥10 и ≥3×in_deg). Веерная раздача: 1,36 млн ₸ 32 получателям (35 переводов, в среднем 39 тыс ₸); получил 98 тыс ₸ от 3 плательщиков; 6 получателей за один день (14.07). Сигналы: сквозной транзит ≤2 дн; веерная рассылка многим получателям в один день; участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.738 = роль 0.202 + оборот 0.238 + центральность 0.199 + связь с seed 0.000 + сигналы 0.100. Кластер 12: Признаки консолидации: …861100 собирает от 5 плательщиков (555 тыс ₸), в кластере 1 seed; веерная раздача: …413100 → 32 получателей (1,36 млн ₸) — возможны выплаты участникам/обналичивание.",0.72,False,True,12,"Веерная раздача: 1,36 млн ₸ 32 получателям (35 переводов, в среднем 39 тыс ₸); получил 98 тыс ₸ от 3 плательщиков; 6 получателей за один день (14.07)"
34,100000002731501100,transit,0.7377,"Транзит (уверенность 0.84; R4: out/in=1.46>1.2 (невидимые входящие)). Получил 570 тыс ₸ от 3 плательщиков (7 переводов), отправил 834 тыс ₸ 7 получателям (20 переводов); отправил в 1,5× больше полученного → есть невидимые входящие; 35% полученного ушло за ≤2 дн. Сигналы: синхронные поступления от нескольких плательщиков в один день; участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; аномальный профиль относительно своего колена; отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.738 = роль 0.177 + оборот 0.237 + центральность 0.157 + связь с seed 0.067 + сигналы 0.100. Кластер 27: Изолированный фрагмент (нет связи с основной сетью). Признаки консолидации: …536100 собирает от 4 плательщиков (168 тыс ₸), в кластере 1 seed; веерная раздача: …650100 → 10 получателей (1,49 млн ₸) — возможны выплаты участникам/обналичивание.",0.844,False,True,27,"Получил 570 тыс ₸ от 3 плательщиков (7 переводов), отправил 834 тыс ₸ 7 получателям (20 переводов); отправил в 1,5× больше полученного → есть невидимые входящие; 35% полученного ушло за ≤2 дн"
35,100000002527114100,distributor,0.736,"Распределитель (уверенность 1.00; R2: out_deg=111≥10 и ≥3×in_deg). Веерная раздача: 3,29 млн ₸ 111 получателям (113 переводов, в среднем 29 тыс ₸); получил 129 тыс ₸ от 3 плательщиков; 11 получателей за один день (22.07). Сигналы: сквозной транзит ≤2 дн; веерная рассылка многим получателям в один день; участвует в возвратном потоке (цикле). Приоритет 0.736 = роль 0.252 + оборот 0.222 + центральность 0.172 + связь с seed 0.000 + сигналы 0.090 (×0,9: уже известный seed). Кластер 11: Изолированный фрагмент (нет связи с основной сетью). Веерная раздача: …405100 → 116 получателей (3,11 млн ₸) — возможны выплаты участникам/обналичивание.",1.0,True,False,11,"Веерная раздача: 3,29 млн ₸ 111 получателям (113 переводов, в среднем 29 тыс ₸); получил 129 тыс ₸ от 3 плательщиков; 11 получателей за один день (22.07)"
36,100000004390333100,transit,0.7351,"Транзит (уверенность 0.76; R4: out/in=7.85>1.2 (невидимые входящие)). Получил 65 тыс ₸ от 2 плательщиков (2 перевода), отправил 506 тыс ₸ 9 получателям (14 переводов); отправил в 7,8× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн. Сигналы: сквозной транзит ≤2 дн; участвует в возвратном потоке (цикле); отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.735 = роль 0.159 + оборот 0.220 + центральность 0.190 + связь с seed 0.100 + сигналы 0.067. Кластер 1: Признаки управляющего ядра: координатор …318100 (от 4 плательщиков, 19 получателей, 759 тыс ₸); веерная раздача: …795100 → 14 получателей (1,72 млн ₸) — возможны выплаты участникам/обналичивание.",0.755,False,True,1,"Получил 65 тыс ₸ от 2 плательщиков (2 перевода), отправил 506 тыс ₸ 9 получателям (14 переводов); отправил в 7,8× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн"
37,100000005339662100,consolidator,0.735,"Консолидатор (уверенность 0.50; R3: in_deg=4≥4). Получает от 4 плательщиков: 203 тыс ₸, 9 переводов (в среднем 23 тыс ₸); seed среди плательщиков: 1; отправил 4 получателям в 1,5× больше полученного (невидимые входящие). Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; аномальный профиль относительно своего колена. Приоритет 0.735 = роль 0.158 + оборот 0.215 + центральность 0.196 + связь с seed 0.067 + сигналы 0.100. Кластер 19: Признаки консолидации: …662100 собирает от 4 плательщиков (203 тыс ₸), в кластере 3 seed; веерная раздача: …082100 → 26 получателей (2,32 млн ₸) — возможны выплаты участникам/обналичивание.",0.5,False,True,19,"Получает от 4 плательщиков: 203 тыс ₸, 9 переводов (в среднем 23 тыс ₸); seed среди плательщиков: 1; отправил 4 получателям в 1,5× больше полученного (невидимые входящие)"
38,100000004403675100,consolidator,0.7335,"Консолидатор (уверенность 0.50; R3: in_deg=4≥4). Получает от 4 плательщиков: 183 тыс ₸, 8 переводов (в среднем 23 тыс ₸); seed среди плательщиков: 2; отправил 5 получателям в 1,4× больше полученного (невидимые входящие). Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C. Приоритет 0.734 = роль 0.158 + оборот 0.210 + центральность 0.199 + связь с seed 0.100 + сигналы 0.067. Кластер 33: Признаки управляющего ядра: координатор …811100 (от 1 плательщиков, 3 получателей, 96 тыс ₸); признаки консолидации: …566100 собирает от 7 плательщиков (393 тыс ₸), в кластере 14 seed.",0.5,False,True,33,"Получает от 4 плательщиков: 183 тыс ₸, 8 переводов (в среднем 23 тыс ₸); seed среди плательщиков: 2; отправил 5 получателям в 1,4× больше полученного (невидимые входящие)"
39,100000003635170100,transit,0.7333,"Транзит (уверенность 0.91; R4: out/in=0.94∈[0.8;1.2]). Получил 268 тыс ₸ от 3 плательщиков (13 переводов), отправил 254 тыс ₸ 4 получателям (10 переводов); дальше ушло 94%; 53% полученного ушло за ≤2 дн; seed среди плательщиков: 1. Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; повторяющиеся одинаковые суммы. Приоритет 0.733 = роль 0.191 + оборот 0.218 + центральность 0.192 + связь с seed 0.033 + сигналы 0.100. Кластер 53: Транзитная цепочка: 50% узлов пропускают деньги дальше — возможен прогон для разрыва следа.",0.907,False,True,53,"Получил 268 тыс ₸ от 3 плательщиков (13 переводов), отправил 254 тыс ₸ 4 получателям (10 переводов); дальше ушло 94%; 53% полученного ушло за ≤2 дн; seed среди плательщиков: 1"
40,100000003880331100,distributor,0.7328,"Распределитель (уверенность 0.56; R2: out_deg=16≥10 и ≥3×in_deg). Веерная раздача: 3,90 млн ₸ 16 получателям (31 перевод, в среднем 126 тыс ₸); получил 100 тыс ₸ от 1 плательщика; 6 получателей за один день (16.07). Сигналы: сквозной транзит ≤2 дн; веерная рассылка многим получателям в один день; участвует в возвратном потоке (цикле); отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.733 = роль 0.157 + оборот 0.247 + центральность 0.196 + связь с seed 0.033 + сигналы 0.100. Кластер 8: Признаки управляющего ядра: координатор …629100 (от 19 плательщиков, 61 получателей, 6,80 млн ₸); веерная раздача: …331100 → 16 получателей (3,90 млн ₸) — возможны выплаты участникам/обналичивание.",0.56,False,True,8,"Веерная раздача: 3,90 млн ₸ 16 получателям (31 перевод, в среднем 126 тыс ₸); получил 100 тыс ₸ от 1 плательщика; 6 получателей за один день (16.07)"
41,100000003016635100,coordinator,0.7309,"Координатор (уверенность 0.75; R1 мост: посредничество 0.0072 (топ-1%), кластеров с seed=6). Мост между 6 кластерами с seed (посредничество в топ-1%); получил 587 тыс ₸ от 8 плательщиков (36 переводов), отправил 9,41 млн ₸ 73 получателям (151 перевод). Сигналы: сквозной транзит ≤2 дн; синхронные поступления от нескольких плательщиков в один день; веерная рассылка многим получателям в один день; участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; повторяющиеся одинаковые суммы. Приоритет 0.731 = роль 0.236 + оборот 0.225 + центральность 0.180 + связь с seed 0.000 + сигналы 0.090 (×0,9: уже известный seed). Кластер 6: Признаки управляющего ядра: координатор …603100 (от 2 плательщиков, 6 получателей, 195 тыс ₸); признаки консолидации: …528100 собирает от 5 плательщиков (1,07 млн ₸), в кластере 7 seed.",0.75,True,False,6,"Мост между 6 кластерами с seed (посредничество в топ-1%); получил 587 тыс ₸ от 8 плательщиков (36 переводов), отправил 9,41 млн ₸ 73 получателям (151 перевод)"
42,100000008547948100,distributor,0.7306,"Распределитель (уверенность 0.66; R2: out_deg=26≥10 и ≥3×in_deg). Веерная раздача: 5,19 млн ₸ 26 получателям (31 перевод, в среднем 167 тыс ₸); получил 213 тыс ₸ от 6 плательщиков. Сигналы: сквозной транзит ≤2 дн; синхронные поступления от нескольких плательщиков в один день; участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; аномальный профиль относительно своего колена; отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.731 = роль 0.185 + оборот 0.249 + центральность 0.197 + связь с seed 0.000 + сигналы 0.100. Кластер 2: Признаки консолидации: …366100 собирает от 6 плательщиков (2,52 млн ₸); веерная раздача: …922100 → 36 получателей (3,79 млн ₸) — возможны выплаты участникам/обналичивание.",0.66,False,True,2,"Веерная раздача: 5,19 млн ₸ 26 получателям (31 перевод, в среднем 167 тыс ₸); получил 213 тыс ₸ от 6 плательщиков"
43,100000001857829100,consolidator,0.7304,"Консолидатор (уверенность 0.59; R3: in_deg=6≥4). Получает от 6 плательщиков: 889 тыс ₸, 9 переводов (в среднем 99 тыс ₸); отправил 16 получателям в 2,7× больше полученного (невидимые входящие); 3 плательщиков за один день (10.07). Сигналы: сквозной транзит ≤2 дн; синхронные поступления от нескольких плательщиков в один день; веерная рассылка многим получателям в один день; участвует в возвратном потоке (цикле); аномальный профиль относительно своего колена; отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.730 = роль 0.186 + оборот 0.246 + центральность 0.198 + связь с seed 0.000 + сигналы 0.100. Кластер 8: Признаки управляющего ядра: координатор …629100 (от 19 плательщиков, 61 получателей, 6,80 млн ₸); веерная раздача: …331100 → 16 получателей (3,90 млн ₸) — возможны выплаты участникам/обналичивание.",0.591,False,True,8,"Получает от 6 плательщиков: 889 тыс ₸, 9 переводов (в среднем 99 тыс ₸); отправил 16 получателям в 2,7× больше полученного (невидимые входящие); 3 плательщиков за один день (10.07)"
44,100000003701161100,consolidator,0.7279,"Консолидатор (уверенность 0.50; R3: in_deg=4≥4). Получает от 4 плательщиков: 1,53 млн ₸, 13 переводов (в среднем 117 тыс ₸); seed среди плательщиков: 1; дальше ушло 23% полученного 3 получателям. Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; повторяющиеся одинаковые суммы. Приоритет 0.728 = роль 0.158 + оборот 0.242 + центральность 0.195 + связь с seed 0.033 + сигналы 0.100. Кластер 25: Признаки консолидации: …161100 собирает от 4 плательщиков (1,53 млн ₸).",0.5,False,True,25,"Получает от 4 плательщиков: 1,53 млн ₸, 13 переводов (в среднем 117 тыс ₸); seed среди плательщиков: 1; дальше ушло 23% полученного 3 получателям"
45,100000004400305100,coordinator,0.7232,"Координатор (уверенность 0.50; R1 мост: посредничество 0.0026 (топ-1%), кластеров с seed=4). Мост между 4 кластерами с seed (посредничество в топ-1%); получил 223 тыс ₸ от 7 плательщиков (9 переводов), отправил 5,83 млн ₸ 82 получателям (101 перевод). Сигналы: сквозной транзит ≤2 дн; веерная рассылка многим получателям в один день; участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; повторяющиеся одинаковые суммы; аномальный профиль относительно своего колена; отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.723 = роль 0.175 + оборот 0.249 + центральность 0.199 + связь с seed 0.000 + сигналы 0.100. Кластер 1: Признаки управляющего ядра: координатор …318100 (от 4 плательщиков, 19 получателей, 759 тыс ₸); веерная раздача: …795100 → 14 получателей (1,72 млн ₸) — возможны выплаты участникам/обналичивание.",0.5,False,True,1,"Мост между 4 кластерами с seed (посредничество в топ-1%); получил 223 тыс ₸ от 7 плательщиков (9 переводов), отправил 5,83 млн ₸ 82 получателям (101 перевод)"
46,100000004486525100,consolidator,0.7229,"Консолидатор (уверенность 0.68; R3: in_deg=8≥4). Получает от 8 плательщиков: 361 тыс ₸, 21 перевод (в среднем 17 тыс ₸); дальше ушло 75% полученного 2 получателям; 5 плательщиков за один день (03.07). Сигналы: синхронные поступления от нескольких плательщиков в один день; повторяющиеся одинаковые суммы; аномальный профиль относительно своего колена. Приоритет 0.723 = роль 0.215 + оборот 0.223 + центральность 0.186 + связь с seed 0.000 + сигналы 0.100. Кластер 1: Признаки управляющего ядра: координатор …318100 (от 4 плательщиков, 19 получателей, 759 тыс ₸); веерная раздача: …795100 → 14 получателей (1,72 млн ₸) — возможны выплаты участникам/обналичивание.",0.682,False,True,1,"Получает от 8 плательщиков: 361 тыс ₸, 21 перевод (в среднем 17 тыс ₸); дальше ушло 75% полученного 2 получателям; 5 плательщиков за один день (03.07)"
47,100000008324800100,transit,0.7226,"Транзит (уверенность 0.92; R4: out/in=0.97∈[0.8;1.2]). Получил 526 тыс ₸ от 3 плательщиков (17 переводов), отправил 511 тыс ₸ 1 получателю (13 переводов); дальше ушло 97%; 60% полученного ушло за ≤2 дн. Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; аномальный профиль относительно своего колена. Приоритет 0.723 = роль 0.193 + оборот 0.233 + центральность 0.197 + связь с seed 0.000 + сигналы 0.100. Кластер 46: Транзитная цепочка: 100% узлов пропускают деньги дальше — возможен прогон для разрыва следа.",0.92,False,True,46,"Получил 526 тыс ₸ от 3 плательщиков (17 переводов), отправил 511 тыс ₸ 1 получателю (13 переводов); дальше ушло 97%; 60% полученного ушло за ≤2 дн"
48,100000005933757100,coordinator,0.722,"Координатор (уверенность 0.50; R1 мост: посредничество 0.0039 (топ-1%), кластеров с seed=4). Мост между 4 кластерами с seed (посредничество в топ-1%); получил 1,25 млн ₸ от 4 плательщиков (6 переводов), отправил 3,00 млн ₸ 34 получателям (46 переводов). Сигналы: сквозной транзит ≤2 дн; веерная рассылка многим получателям в один день; участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; аномальный профиль относительно своего колена; отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.722 = роль 0.175 + оборот 0.248 + центральность 0.199 + связь с seed 0.000 + сигналы 0.100. Кластер 10: Признаки управляющего ядра: координатор …757100 (от 4 плательщиков, 34 получателей, 4,25 млн ₸).",0.5,False,True,10,"Мост между 4 кластерами с seed (посредничество в топ-1%); получил 1,25 млн ₸ от 4 плательщиков (6 переводов), отправил 3,00 млн ₸ 34 получателям (46 переводов)"
49,100000002224132100,consolidator,0.7216,"Консолидатор (уверенность 0.55; R3: in_deg=5≥4). Получает от 5 плательщиков: 3,95 млн ₸, 10 переводов (в среднем 395 тыс ₸); отправил 4 получателям в 3,1× больше полученного (невидимые входящие). Сигналы: участвует в возвратном потоке (цикле); устойчивый повторяющийся маршрут A→B→C; аномальный профиль относительно своего колена; отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.722 = роль 0.172 + оборот 0.250 + центральность 0.200 + связь с seed 0.000 + сигналы 0.100. Кластер 4: Признаки консолидации: …132100 собирает от 5 плательщиков (3,95 млн ₸), в кластере 1 seed.",0.545,False,True,4,"Получает от 5 плательщиков: 3,95 млн ₸, 10 переводов (в среднем 395 тыс ₸); отправил 4 получателям в 3,1× больше полученного (невидимые входящие)"
50,100000007639767100,consolidator,0.7197,"Консолидатор (уверенность 0.50; R3: in_deg=4≥4). Получает от 4 плательщиков: 91 тыс ₸, 4 перевода (в среднем 23 тыс ₸); seed среди плательщиков: 1; отправил 10 получателям в 9,0× больше полученного (невидимые входящие). Сигналы: участвует в возвратном потоке (цикле); отдаёт больше, чем получил в выборке (невидимые входящие). Приоритет 0.720 = роль 0.158 + оборот 0.230 + центральность 0.199 + связь с seed 0.100 + сигналы 0.033. Кластер 8: Признаки управляющего ядра: координатор …629100 (от 19 плательщиков, 61 получателей, 6,80 млн ₸); веерная раздача: …331100 → 16 получателей (3,90 млн ₸) — возможны выплаты участникам/обналичивание.",0.5,False,True,8,"Получает от 4 плательщиков: 91 тыс ₸, 4 перевода (в среднем 23 тыс ₸); seed среди плательщиков: 1; отправил 10 получателям в 9,0× больше полученного (невидимые входящие)"
