length,path,min_edge_kzt,total_kzt
3,100000003390036100 → 100000005873152100 → 100000003360542100 → 100000003390036100,10000.0,41300.0
4,100000004007116100 → 100000004005964100 → 100000002731501100 → 100000004160650100 → 100000004007116100,10000.0,595744.0
4,100000004007116100 → 100000004005964100 → 100000003616818100 → 100000004160650100 → 100000004007116100,10000.0,615844.0
4,100000004007116100 → 100000002731501100 → 100000004160650100 → 100000004005964100 → 100000004007116100,10000.0,124900.0
4,100000004007116100 → 100000003616818100 → 100000004005964100 → 100000002731501100 → 100000004007116100,10000.0,266960.0
4,100000004160650100 → 100000003616818100 → 100000004005964100 → 100000002731501100 → 100000004160650100,10000.0,118000.0
4,100000004070318100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000004070318100,10000.0,121573.0
4,100000004070318100 → 100000008603629100 → 100000007639767100 → 100000004400305100 → 100000004070318100,10000.0,79848.0
4,100000004070318100 → 100000008477350100 → 100000007639767100 → 100000006866783100 → 100000004070318100,10000.0,116030.0
4,100000004070318100 → 100000008477350100 → 100000007639767100 → 100000004400305100 → 100000004070318100,10000.0,74305.0
4,100000004070318100 → 100000004400305100 → 100000003213473100 → 100000006866783100 → 100000004070318100,10000.0,152025.0
4,100000004070318100 → 100000006866783100 → 100000007639767100 → 100000004400305100 → 100000004070318100,10000.0,141018.0
4,100000004070318100 → 100000006866783100 → 100000000089154100 → 100000000437046100 → 100000004070318100,10000.0,217000.0
4,100000008587459100 → 100000006866783100 → 100000007639767100 → 100000004400305100 → 100000008587459100,10000.0,261025.0
4,100000003796063100 → 100000006866783100 → 100000000089154100 → 100000008111003100 → 100000003796063100,10000.0,166200.0
4,100000003796063100 → 100000008477350100 → 100000007593823100 → 100000008111003100 → 100000003796063100,10000.0,188000.0
4,100000008686313100 → 100000006866783100 → 100000007639767100 → 100000004400305100 → 100000008686313100,10000.0,163535.0
4,100000008686313100 → 100000006866783100 → 100000000089154100 → 100000000437046100 → 100000008686313100,10000.0,1195083.0
4,100000008686313100 → 100000008477350100 → 100000007639767100 → 100000006866783100 → 100000008686313100,10000.0,277286.0
4,100000008686313100 → 100000008477350100 → 100000007639767100 → 100000004400305100 → 100000008686313100,10000.0,134522.0
4,100000008686313100 → 100000000437046100 → 100000007639767100 → 100000006866783100 → 100000008686313100,10000.0,292249.0
4,100000008686313100 → 100000000437046100 → 100000007639767100 → 100000004400305100 → 100000008686313100,10000.0,149485.0
4,100000008686313100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000008686313100,10000.0,314403.0
4,100000008686313100 → 100000008603629100 → 100000007639767100 → 100000004400305100 → 100000008686313100,10000.0,171639.0
4,100000004847758100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000004847758100,10000.0,94497.0
4,100000004847758100 → 100000008603629100 → 100000007639767100 → 100000004400305100 → 100000004847758100,10000.0,122789.0
4,100000004351795100 → 100000000437046100 → 100000007639767100 → 100000006866783100 → 100000004351795100,10000.0,646272.0
4,100000004351795100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000004351795100,10000.0,177126.0
4,100000004390333100 → 100000000437046100 → 100000007639767100 → 100000006866783100 → 100000004390333100,10000.0,183619.0
4,100000004390333100 → 100000000437046100 → 100000007639767100 → 100000004400305100 → 100000004390333100,10000.0,156675.0
4,100000004390333100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000004390333100,10000.0,139473.0
4,100000004390333100 → 100000008603629100 → 100000007639767100 → 100000004400305100 → 100000004390333100,10000.0,112529.0
4,100000004390333100 → 100000006866783100 → 100000007639767100 → 100000004400305100 → 100000004390333100,10000.0,111825.0
4,100000004390333100 → 100000008477350100 → 100000007639767100 → 100000006866783100 → 100000004390333100,10000.0,112056.0
4,100000004390333100 → 100000008477350100 → 100000007639767100 → 100000004400305100 → 100000004390333100,10000.0,85112.0
4,100000008443341100 → 100000008477350100 → 100000007639767100 → 100000006866783100 → 100000008443341100,10000.0,67805.0
4,100000008603629100 → 100000007639767100 → 100000006866783100 → 100000008304139100 → 100000008603629100,10000.0,216289.0
4,100000008603629100 → 100000007639767100 → 100000006866783100 → 100000002306369100 → 100000008603629100,10000.0,127788.0
4,100000008603629100 → 100000007639767100 → 100000004400305100 → 100000005910114100 → 100000008603629100,10000.0,359514.0
4,100000008603629100 → 100000007639767100 → 100000004400305100 → 100000002723538100 → 100000008603629100,10000.0,133722.0
4,100000008603629100 → 100000007639767100 → 100000004400305100 → 100000008304139100 → 100000008603629100,10000.0,238823.0
4,100000008603629100 → 100000007639767100 → 100000004400305100 → 100000005048668100 → 100000008603629100,10000.0,108890.0
4,100000001660397100 → 100000008477350100 → 100000007639767100 → 100000006866783100 → 100000001660397100,10000.0,57605.0
4,100000005910114100 → 100000006866783100 → 100000007639767100 → 100000004400305100 → 100000005910114100,10000.0,367898.0
4,100000008304139100 → 100000006866783100 → 100000007639767100 → 100000004400305100 → 100000008304139100,10000.0,223119.0
4,100000008304139100 → 100000008477350100 → 100000007639767100 → 100000006866783100 → 100000008304139100,10000.0,109872.0
4,100000008304139100 → 100000008477350100 → 100000007639767100 → 100000004400305100 → 100000008304139100,10000.0,132406.0
4,100000008304139100 → 100000000437046100 → 100000007639767100 → 100000006866783100 → 100000008304139100,10000.0,91435.0
4,100000008304139100 → 100000000437046100 → 100000007639767100 → 100000004400305100 → 100000008304139100,10000.0,113969.0
4,100000006866783100 → 100000002306369100 → 100000008477350100 → 100000007639767100 → 100000006866783100,10000.0,134471.0
4,100000006866783100 → 100000007639767100 → 100000004400305100 → 100000003213473100 → 100000006866783100,10000.0,100518.0
4,100000006866783100 → 100000007639767100 → 100000004400305100 → 100000001609499100 → 100000006866783100,10000.0,157538.0
4,100000006866783100 → 100000000089154100 → 100000000437046100 → 100000007639767100 → 100000006866783100,10000.0,79868.0
4,100000005519998100 → 100000004017410100 → 100000003934614100 → 100000004336312100 → 100000005519998100,10000.0,182500.0
4,100000003390036100 → 100000005873152100 → 100000003360542100 → 100000003115284100 → 100000003390036100,10000.0,260500.0
5,100000004007116100 → 100000004005964100 → 100000003616818100 → 100000004160650100 → 100000002731501100 → 100000004007116100,10000.0,832430.0
5,100000004007116100 → 100000002731501100 → 100000004160650100 → 100000003616818100 → 100000004005964100 → 100000004007116100,10000.0,145000.0
5,100000004007116100 → 100000003616818100 → 100000004160650100 → 100000004005964100 → 100000002731501100 → 100000004007116100,10000.0,309960.0
5,100000004007116100 → 100000003616818100 → 100000004005964100 → 100000002731501100 → 100000004160650100 → 100000004007116100,10000.0,640744.0
5,100000008587459100 → 100000006866783100 → 100000007639767100 → 100000004400305100 → 100000008304139100 → 100000008587459100,10000.0,223619.0
5,100000008686313100 → 100000008477350100 → 100000007639767100 → 100000006866783100 → 100000008137435100 → 100000008686313100,10000.0,147411.0
5,100000008686313100 → 100000000437046100 → 100000007639767100 → 100000006866783100 → 100000008137435100 → 100000008686313100,10000.0,162374.0
5,100000008686313100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000008137435100 → 100000008686313100,10000.0,184528.0
5,100000008603629100 → 100000007639767100 → 100000006866783100 → 100000008304139100 → 100000001857829100 → 100000008603629100,10000.0,135289.0
5,100000008603629100 → 100000007639767100 → 100000006866783100 → 100000002306369100 → 100000002723538100 → 100000008603629100,10000.0,211888.0
5,100000008603629100 → 100000007639767100 → 100000004400305100 → 100000005910114100 → 100000001857829100 → 100000008603629100,10000.0,201925.0
5,100000008603629100 → 100000007639767100 → 100000004400305100 → 100000008304139100 → 100000001857829100 → 100000008603629100,10000.0,157823.0
4,100000004400305100 → 100000005052998100 → 100000008477350100 → 100000007639767100 → 100000004400305100,9500.0,64205.0
2,100000000580561100 → 100000007939160100 → 100000000580561100,9300.0,804300.0
2,100000004400305100 → 100000003213473100 → 100000004400305100,9000.0,66500.0
2,100000002527114100 → 100000006656003100 → 100000002527114100,9000.0,29000.0
4,100000003796063100 → 100000004400305100 → 100000005910114100 → 100000008111003100 → 100000003796063100,9000.0,193184.0
4,100000003796063100 → 100000004400305100 → 100000007593823100 → 100000008111003100 → 100000003796063100,9000.0,71000.0
4,100000005287097100 → 100000004156082100 → 100000004188160100 → 100000003016635100 → 100000005287097100,8600.0,187823.0
5,100000004188160100 → 100000003016635100 → 100000008188026100 → 100000004527381100 → 100000004156082100 → 100000004188160100,8600.0,483157.28
2,100000002175422100 → 100000002975437100 → 100000002175422100,8500.0,538500.0
2,100000005546031100 → 100000005547096100 → 100000005546031100,8000.0,24300.0
2,100000001788284100 → 100000001526235100 → 100000001788284100,8000.0,64000.0
2,100000001899164100 → 100000002193259100 → 100000001899164100,8000.0,17500.0
2,100000003886323100 → 100000007749092100 → 100000003886323100,7650.0,78025.0
4,100000004070318100 → 100000002957787100 → 100000002645993100 → 100000008413748100 → 100000004070318100,7600.0,64601.55
5,100000004070318100 → 100000002957787100 → 100000008137435100 → 100000008686313100 → 100000006866783100 → 100000004070318100,7600.0,221825.0
5,100000004070318100 → 100000002957787100 → 100000008137435100 → 100000008686313100 → 100000000437046100 → 100000004070318100,7600.0,228200.0
2,100000005077484100 → 100000001380054100 → 100000005077484100,7050.0,157050.0
2,100000002838861100 → 100000002812641100 → 100000002838861100,7023.95,17023.95
2,100000004076740100 → 100000004467157100 → 100000004076740100,7000.0,27000.0
2,100000005911352100 → 100000004508696100 → 100000005911352100,7000.0,14000.0
3,100000005519998100 → 100000003934614100 → 100000004336312100 → 100000005519998100,7000.0,38500.0
4,100000005519998100 → 100000003934614100 → 100000004336312100 → 100000004017410100 → 100000005519998100,7000.0,213150.0
2,100000005048668100 → 100000008346837100 → 100000005048668100,6500.0,13500.0
2,100000006912294100 → 100000006443391100 → 100000006912294100,6335.09,31335.09
3,100000004321983100 → 100000005171642100 → 100000004221668100 → 100000004321983100,6200.0,700640.0
4,100000005287097100 → 100000003016635100 → 100000001049200100 → 100000004156082100 → 100000005287097100,6014.0,435964.0
4,100000001049200100 → 100000004156082100 → 100000004188160100 → 100000003016635100 → 100000001049200100,6014.0,53614.0
2,100000001526235100 → 100000000926766100 → 100000001526235100,6000.0,24750.0
2,100000004071070100 → 100000004071080100 → 100000004071070100,6000.0,42000.0
4,100000004070318100 → 100000002957787100 → 100000008632060100 → 100000004400305100 → 100000004070318100,6000.0,76600.0
4,100000004070318100 → 100000002957787100 → 100000008632060100 → 100000006866783100 → 100000004070318100,6000.0,98325.0
4,100000004070318100 → 100000002957787100 → 100000008632060100 → 100000000437046100 → 100000004070318100,6000.0,171100.0
4,100000005910114100 → 100000002957787100 → 100000008632060100 → 100000004400305100 → 100000005910114100,6000.0,185024.0
2,100000002741024100 → 100000008680912100 → 100000002741024100,5990.85,51102.85
2,100000003148220100 → 100000004971871100 → 100000003148220100,5650.0,31050.0
2,100000000706545100 → 100000006901046100 → 100000000706545100,5500.0,81300.0
2,100000008686247100 → 100000005664922100 → 100000008686247100,5000.0,27000.0
2,100000008659445100 → 100000005456919100 → 100000008659445100,5000.0,268950.0
2,100000001740277100 → 100000001677929100 → 100000001740277100,5000.0,13700.0
2,100000001049200100 → 100000003016635100 → 100000001049200100,5000.0,11014.0
2,100000007593823100 → 100000008346837100 → 100000007593823100,5000.0,10800.0
2,100000004715209100 → 100000008603331100 → 100000004715209100,5000.0,16500.0
2,100000004386331100 → 100000004386258100 → 100000004386331100,5000.0,25000.0
2,100000004765639100 → 100000004180097100 → 100000004765639100,5000.0,11000.0
2,100000007322059100 → 100000004552204100 → 100000007322059100,5000.0,27500.0
2,100000005367445100 → 100000005413948100 → 100000005367445100,5000.0,10000.0
2,100000008582730100 → 100000008546855100 → 100000008582730100,5000.0,10000.0
2,100000008546855100 → 100000007689942100 → 100000008546855100,5000.0,10000.0
2,100000001232297100 → 100000005074393100 → 100000001232297100,5000.0,35000.0
2,100000003741418100 → 100000006111439100 → 100000003741418100,5000.0,10720.0
2,100000006274203100 → 100000007594394100 → 100000006274203100,5000.0,3381312.0
2,100000000076451100 → 100000004629688100 → 100000000076451100,5000.0,20000.0
2,100000005339662100 → 100000005175148100 → 100000005339662100,5000.0,20000.0
2,100000002578405100 → 100000005041905100 → 100000002578405100,5000.0,1085351.0
2,100000005602999100 → 100000003635170100 → 100000005602999100,5000.0,16000.0
3,100000008193577100 → 100000005456919100 → 100000008659445100 → 100000008193577100,5000.0,308000.0
3,100000008686313100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,109893.0
3,100000004351795100 → 100000000437046100 → 100000008603629100 → 100000004351795100,5000.0,569418.0
3,100000008603629100 → 100000007639767100 → 100000000437046100 → 100000008603629100,5000.0,78722.0
3,100000004765639100 → 100000002293421100 → 100000004180097100 → 100000004765639100,5000.0,32000.0
3,100000001232297100 → 100000005882013100 → 100000005074393100 → 100000001232297100,5000.0,30000.0
4,100000008736940100 → 100000008193577100 → 100000005456919100 → 100000008659445100 → 100000008736940100,5000.0,540800.0
4,100000003796063100 → 100000008346837100 → 100000007593823100 → 100000008111003100 → 100000003796063100,5000.0,169000.0
4,100000005287097100 → 100000003016635100 → 100000008169544100 → 100000004156082100 → 100000005287097100,5000.0,551054.0
4,100000008121806100 → 100000008346837100 → 100000005910114100 → 100000001857829100 → 100000008121806100,5000.0,213044.0
4,100000008169544100 → 100000004156082100 → 100000004188160100 → 100000003016635100 → 100000008169544100,5000.0,168704.0
5,100000008736940100 → 100000008193577100 → 100000005456919100 → 100000008659445100 → 100000008751429100 → 100000008736940100,5000.0,632600.0
5,100000008413748100 → 100000008304139100 → 100000000437046100 → 100000008603629100 → 100000001660397100 → 100000008413748100,5000.0,103391.75
5,100000008686313100 → 100000006866783100 → 100000008304139100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,182360.0
5,100000008686313100 → 100000006866783100 → 100000004351795100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,737197.0
5,100000008686313100 → 100000006866783100 → 100000007639767100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,201811.0
5,100000008686313100 → 100000006866783100 → 100000004390333100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,274544.0
5,100000008686313100 → 100000006866783100 → 100000000089154100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,170793.0
5,100000008686313100 → 100000008477350100 → 100000008086440100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,347726.0
5,100000008686313100 → 100000008477350100 → 100000007639767100 → 100000000437046100 → 100000008603629100 → 100000008686313100,5000.0,172798.0
5,100000008686313100 → 100000000437046100 → 100000008603629100 → 100000001609499100 → 100000006866783100 → 100000008686313100,5000.0,326037.0
5,100000008686313100 → 100000000437046100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000008686313100,5000.0,293103.0
5,100000008686313100 → 100000000437046100 → 100000008603629100 → 100000007639767100 → 100000004400305100 → 100000008686313100,5000.0,150339.0
5,100000008686313100 → 100000000437046100 → 100000008603629100 → 100000001660397100 → 100000006866783100 → 100000008686313100,5000.0,312681.0
5,100000008121806100 → 100000008346837100 → 100000005910114100 → 100000008603629100 → 100000001857829100 → 100000008121806100,5000.0,804633.0
5,100000008121806100 → 100000008346837100 → 100000004351795100 → 100000008603629100 → 100000001857829100 → 100000008121806100,5000.0,586511.0
5,100000008121806100 → 100000008346837100 → 100000005048668100 → 100000008603629100 → 100000001857829100 → 100000008121806100,5000.0,551500.0
5,100000004351795100 → 100000000437046100 → 100000008603629100 → 100000001609499100 → 100000006866783100 → 100000004351795100,5000.0,680060.0
5,100000004351795100 → 100000000437046100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000004351795100,5000.0,647126.0
5,100000004351795100 → 100000000437046100 → 100000008603629100 → 100000001660397100 → 100000006866783100 → 100000004351795100,5000.0,666704.0
5,100000004351795100 → 100000003242289100 → 100000008304139100 → 100000000437046100 → 100000008603629100 → 100000004351795100,5000.0,199988.0
5,100000008086440100 → 100000000437046100 → 100000008603629100 → 100000001660397100 → 100000008477350100 → 100000008086440100,5000.0,287533.0
5,100000004390333100 → 100000000437046100 → 100000008603629100 → 100000001609499100 → 100000006866783100 → 100000004390333100,5000.0,217407.0
5,100000004390333100 → 100000000437046100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000004390333100,5000.0,184473.0
5,100000004390333100 → 100000000437046100 → 100000008603629100 → 100000007639767100 → 100000004400305100 → 100000004390333100,5000.0,157529.0
5,100000004390333100 → 100000000437046100 → 100000008603629100 → 100000001660397100 → 100000006866783100 → 100000004390333100,5000.0,204051.0
5,100000008603629100 → 100000001609499100 → 100000006866783100 → 100000008304139100 → 100000000437046100 → 100000008603629100,5000.0,125223.0
5,100000008603629100 → 100000001609499100 → 100000006866783100 → 100000007639767100 → 100000000437046100 → 100000008603629100,5000.0,144674.0
5,100000008603629100 → 100000001609499100 → 100000006866783100 → 100000000089154100 → 100000000437046100 → 100000008603629100,5000.0,113656.0
5,100000008603629100 → 100000007639767100 → 100000006866783100 → 100000008304139100 → 100000000437046100 → 100000008603629100,5000.0,92289.0
5,100000008603629100 → 100000007639767100 → 100000006866783100 → 100000000089154100 → 100000000437046100 → 100000008603629100,5000.0,80722.0
5,100000008603629100 → 100000007639767100 → 100000004400305100 → 100000008304139100 → 100000000437046100 → 100000008603629100,5000.0,114823.0
5,100000008603629100 → 100000001660397100 → 100000008477350100 → 100000007639767100 → 100000000437046100 → 100000008603629100,5000.0,112605.0
5,100000008603629100 → 100000001660397100 → 100000006866783100 → 100000008304139100 → 100000000437046100 → 100000008603629100,5000.0,111867.0
5,100000008603629100 → 100000001660397100 → 100000006866783100 → 100000007639767100 → 100000000437046100 → 100000008603629100,5000.0,131318.0
5,100000008603629100 → 100000001660397100 → 100000006866783100 → 100000000089154100 → 100000000437046100 → 100000008603629100,5000.0,100300.0
5,100000008603629100 → 100000002723538100 → 100000003242289100 → 100000008304139100 → 100000000437046100 → 100000008603629100,5000.0,232217.0
