gid,role,role_score,cluster_id,priority_score,evidence,rank,rule_fired,alt_role,sink_status,truncated,p_forward,is_seed,depth,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,out_in_ratio,fast_share,unseen_inflow_kzt,seed_in,seed_out,pagerank,betweenness,flags,prio_role,prio_flow,prio_centrality,prio_seed,prio_flags
100000001899164100,consolidator,0.5,28,0.6189,"Получает от 4 плательщиков: 292 тыс ₸, 5 переводов (в среднем 58 тыс ₸); seed среди плательщиков: 1; дальше ушло 26% полученного 3 получателям",166,R3: in_deg=4≥4,-,not_sink,False,1.0,False,1,4,3,291675.0,76500.0,5,3,0.2623,0.0,0.0,1,0,0.00117656,0.00012662,in_cycle,0.1575,0.2025,0.1923,0.0333,0.0333
100000002032323100,transit,0.861,2,0.6175,"Получил 300 тыс ₸ от 1 плательщика (1 перевод), отправил 1,05 млн ₸ 1 получателю (2 перевода); отправил в 3,5× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",167,R4: out/in=3.50>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,300000.0,1050000.0,1,2,3.5,1.0,750000.0,0,0,0.00040405,1.962e-05,fast_transit;unseen_inflow,0.1808,0.2362,0.1671,0.0,0.0333
100000008743913100,distributor,0.53,13,0.6174,"Веерная раздача: 1,85 млн ₸ 13 получателям (13 переводов, в среднем 142 тыс ₸); получил 149 тыс ₸ от 3 плательщиков",168,R2: out_deg=13≥10 и ≥3×in_deg,-,not_sink,False,1.0,False,2,3,13,149300.0,1850600.0,3,13,12.3952,0.9397,1701300.0,0,0,0.00033211,0.00030607,fast_transit;unseen_inflow,0.1484,0.2425,0.1931,0.0,0.0333
100000001677929100,transit,0.839,7,0.6171,"Получил 127 тыс ₸ от 3 плательщиков (3 перевода), отправил 286 тыс ₸ 2 получателям (4 перевода); отправил в 2,3× больше полученного → есть невидимые входящие; 61% полученного ушло за ≤2 дн",169,R4: out/in=2.26>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,3,2,126777.0,286098.0,3,4,2.2567,0.6056,159321.0,0,0,0.00333409,1.19e-06,in_cycle;unseen_inflow,0.1762,0.2076,0.1999,0.0,0.0333
100000008223661100,transit,0.838,2,0.6158,"Получил 202 тыс ₸ от 2 плательщиков (2 перевода), отправил 263 тыс ₸ 5 получателям (5 переводов); отправил в 1,3× больше полученного → есть невидимые входящие; 24% полученного ушло за ≤2 дн",170,R4: out/in=1.30>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,2,5,202000.0,262580.0,2,5,1.2999,0.2437,60580.0,0,1,0.00031467,0.00032542,-,0.176,0.2127,0.1938,0.0333,0.0
100000008560717100,consolidator,0.636,3,0.6147,"Получает от 7 плательщиков: 529 тыс ₸, 9 переводов (в среднем 59 тыс ₸); seed среди плательщиков: 1; дальше ушло 5% полученного 1 получателю",171,R3: in_deg=7≥4,-,not_sink,False,1.0,False,1,7,1,529000.0,25000.0,9,1,0.0473,0.0,0.0,1,0,0.00033083,1.922e-05,-,0.2003,0.219,0.162,0.0333,0.0
100000004906181100,transit,0.7,32,0.6143,"Получил 100 тыс ₸ от 1 плательщика (1 перевод), отправил 2,47 млн ₸ 7 получателям (33 перевода); отправил в 24,7× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",172,R4: out/in=24.73>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,7,100000.0,2473417.91,1,33,24.7342,1.0,2373417.91,0,0,0.00028881,0.00013454,fast_transit;unseen_inflow,0.147,0.2451,0.1889,0.0,0.0333
100000003946524100,transit,0.8,5,0.6136,"Получил 134 тыс ₸ от 2 плательщиков (2 перевода), отправил 145 тыс ₸ 2 получателям (2 перевода); дальше ушло 108%; seed среди плательщиков: 1",173,R4: out/in=1.08∈[0.8;1.2],-,not_sink,False,1.0,False,1,2,2,133757.0,144750.0,2,2,1.0822,0.0,10993.0,1,0,0.00032606,0.00011948,in_cycle,0.168,0.1911,0.1879,0.0333,0.0333
100000004398811100,transit,0.9,5,0.6135,"Получил 426 тыс ₸ от 1 плательщика (1 перевод), отправил 1,04 млн ₸ 3 получателям (4 перевода); отправил в 2,4× больше полученного → есть невидимые входящие; 96% полученного ушло за ≤2 дн",174,R4: out/in=2.44>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,1,3,426000.0,1040672.0,1,4,2.4429,0.9648,614672.0,0,0,0.00034969,1.49e-06,fast_transit;unseen_inflow,0.189,0.238,0.1532,0.0,0.0333
100000008742053100,distributor,0.52,9,0.6127,"Веерная раздача: 2,79 млн ₸ 12 получателям (12 переводов, в среднем 232 тыс ₸); получил 10 тыс ₸ от 1 плательщика; 5 получателей за один день (30.07)",175,R2: out_deg=12≥10 и ≥3×in_deg,-,not_sink,False,1.0,False,3,1,12,10000.0,2789000.0,1,12,278.9,0.0,2779000.0,0,0,0.00028627,0.00012107,burst_out;unseen_inflow,0.1456,0.2457,0.1881,0.0,0.0333
100000008546855100,consolidator,0.591,16,0.6123,"Получает от 6 плательщиков: 72 тыс ₸, 8 переводов (в среднем 9 тыс ₸); дальше ушло 14% полученного 2 получателям; 5 плательщиков за один день (27.07)",176,R3: in_deg=6≥4,-,not_sink,False,1.0,False,2,6,2,71790.0,10000.0,8,2,0.1393,0.1393,0.0,0,0,0.00142698,5.885e-05,burst_in;in_cycle;repeat_route;repeat_amounts,0.1862,0.1316,0.1946,0.0,0.1
100000003457710100,transit,0.843,3,0.6119,"Получил 327 тыс ₸ от 1 плательщика (1 перевод), отправил 1,31 млн ₸ 1 получателю (2 перевода); отправил в 4,0× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",177,R4: out/in=4.00>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,326555.0,1306000.0,1,2,3.9993,1.0,979445.0,0,0,0.00029615,1.922e-05,fast_transit;unseen_inflow,0.177,0.2395,0.162,0.0,0.0333
100000004159526100,consolidator,0.5,10,0.6106,"Получает от 4 плательщиков: 275 тыс ₸, 4 перевода (в среднем 69 тыс ₸); seed среди плательщиков: 1; дальше ушло 25% полученного 4 получателям",178,R3: in_deg=4≥4,-,not_sink,False,1.0,False,1,4,4,275037.0,68000.0,4,6,0.2472,0.1091,0.0,1,0,0.0008532,9.788e-05,in_cycle,0.1575,0.1993,0.1871,0.0333,0.0333
100000002603769100,terminal,1.0,1,0.6102,"Получил 1,19 млн ₸ от 3 плательщиков (3 перевода), дальше ушло 0%; seed среди плательщиков: 1",179,"R5: out/in=0.00≤0.1, in=1,19 млн ₸",-,confirmed_sink,False,0.0,False,1,3,0,1185368.0,0.0,3,0,0.0,-1.0,0.0,1,0,0.00054154,0.0,-,0.175,0.2348,0.1671,0.0333,0.0
100000002645993100,transit,0.951,1,0.6098,"Получил 50 тыс ₸ от 2 плательщиков (4 перевода), отправил 87 тыс ₸ 5 получателям (9 переводов); отправил в 1,8× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",180,R4: out/in=1.75>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,2,5,49650.0,86980.0,4,9,1.7519,1.0,37330.0,0,0,0.00029331,9.388e-05,fast_transit;in_cycle,0.1997,0.1578,0.1856,0.0,0.0667
100000002605308100,terminal,1.0,10,0.6083,"Получил 2,57 млн ₸ от 3 плательщиков (7 переводов), дальше ушло 0%",181,"R5: out/in=0.00≤0.1, in=2,57 млн ₸",-,confirmed_sink,False,0.0,False,2,3,0,2569521.84,0.0,7,0,0.0,-1.0,0.0,0,0,0.00088498,0.0,-,0.175,0.245,0.1883,0.0,0.0
100000002193259100,transit,0.966,28,0.6064,"Получил 48 тыс ₸ от 2 плательщиков (2 перевода), отправил 58 тыс ₸ 3 получателям (3 перевода); отправил в 1,2× больше полученного → есть невидимые входящие; 83% полученного ушло за ≤2 дн",182,R4: out/in=1.21>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,2,3,48000.0,58000.0,2,3,1.2083,0.8333,10000.0,0,0,0.00089084,6.44e-05,fast_transit;in_cycle,0.2029,0.1484,0.1884,0.0,0.0667
100000008192264100,transit,1.0,3,0.606,"Получил 163 тыс ₸ от 1 плательщика (1 перевод), отправил 188 тыс ₸ 1 получателю (2 перевода); дальше ушло 115%; 100% полученного ушло за ≤2 дн",183,R4: out/in=1.15∈[0.8;1.2],-,not_sink,False,1.0,False,3,1,1,162810.0,187910.0,1,2,1.1542,1.0,25100.0,0,0,0.00029085,1.922e-05,fast_transit,0.21,0.2006,0.162,0.0,0.0333
100000003823811100,coordinator,0.5,33,0.6057,"Платит 3 известным участникам (seed); получил 30 тыс ₸ от 1 плательщика (1 перевод), отправил 66 тыс ₸ 3 получателям (3 перевода)",184,R1 платит seed: seed-получателей=3≥3,-,not_sink,False,1.0,False,2,1,3,30000.0,66130.0,1,3,2.2043,0.0,36130.0,0,3,0.00035698,0.00012452,-,0.175,0.1423,0.1883,0.1,0.0
100000008512827100,distributor,0.5,9,0.6056,"Веерная раздача: 1,94 млн ₸ 10 получателям (10 переводов, в среднем 194 тыс ₸); получил 108 тыс ₸ от 3 плательщиков",185,R2: out_deg=10≥10 и ≥3×in_deg,-,not_sink,False,1.0,False,2,3,10,107949.0,1944500.0,3,10,18.0131,0.9074,1836551.0,0,0,0.00033526,0.00013727,fast_transit;unseen_inflow,0.14,0.2431,0.1891,0.0,0.0333
100000008111003100,consolidator,0.591,5,0.6045,"Получает от 6 плательщиков: 223 тыс ₸, 9 переводов (в среднем 25 тыс ₸); дальше ушло 16% полученного 1 получателю",186,R3: in_deg=6≥4,-,not_sink,False,1.0,False,2,6,1,222716.0,35000.0,9,1,0.1572,0.1572,0.0,0,0,0.00046962,0.00088191,in_cycle,0.1862,0.1887,0.1963,0.0,0.0333
100000001072022100,terminal,1.0,5,0.6035,"Получил 1,68 млн ₸ от 3 плательщиков (6 переводов), дальше ушло 0%; seed среди плательщиков: 1",187,"R5: out/in=0.00≤0.1, in=1,68 млн ₸",-,confirmed_sink,False,0.0,False,1,3,0,1684000.0,0.0,6,0,0.0,-1.0,0.0,1,0,0.00050213,0.0,-,0.175,0.2398,0.1554,0.0333,0.0
100000008430691100,transit,0.7,54,0.6032,"Получил 20 тыс ₸ от 1 плательщика (1 перевод), отправил 605 тыс ₸ 2 получателям (2 перевода); отправил в 30,2× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",188,R4: out/in=30.25>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,2,20000.0,604900.0,1,2,30.245,1.0,584900.0,0,0,0.00030698,1.962e-05,fast_transit;in_cycle;unseen_inflow,0.147,0.2224,0.1671,0.0,0.0667
100000001166289100,terminal,0.841,11,0.6029,"Получил 721 тыс ₸ от 2 плательщиков (10 переводов), дальше ушло 3%",189,"R5: out/in=0.03≤0.1, in=721 тыс ₸",-,confirmed_sink,False,1.0,False,2,2,1,721039.0,25000.0,10,1,0.0347,0.0347,0.0,0,0,0.00200213,0.0,in_cycle,0.1472,0.2251,0.1973,0.0,0.0333
100000005660203100,terminal,0.711,6,0.6023,"Получил 573 тыс ₸ от 1 плательщика (12 переводов), дальше ушло 7%",190,"R5: out/in=0.07≤0.1, in=573 тыс ₸",-,confirmed_sink,False,1.0,False,2,1,2,572899.0,41000.0,12,5,0.0716,0.0716,0.0,0,0,0.00094925,1.942e-05,in_cycle;repeat_route,0.1244,0.2216,0.1896,0.0,0.0667
100000003528285100,consolidator,0.5,5,0.6014,"Получает от 4 плательщиков: 119 тыс ₸, 5 переводов (в среднем 24 тыс ₸); отправил 4 получателям в 4,6× больше полученного (невидимые входящие)",191,R3: in_deg=4≥4,-,not_sink,False,1.0,False,3,4,4,118870.0,548000.0,5,6,4.6101,0.6814,429130.0,0,1,0.00040428,0.00011505,unseen_inflow,0.1575,0.2234,0.1871,0.0333,0.0
100000005519998100,transit,0.868,35,0.6011,"Получил 182 тыс ₸ от 3 плательщиков (5 переводов), отправил 188 тыс ₸ 3 получателям (8 переводов); дальше ушло 103%; 34% полученного ушло за ≤2 дн",192,R4: out/in=1.03∈[0.8;1.2],-,not_sink,False,1.0,False,2,3,3,182000.0,188000.0,5,8,1.033,0.3407,6000.0,0,0,0.00065246,5.984e-05,in_cycle,0.1823,0.203,0.1826,0.0,0.0333
100000000933075100,transit,0.982,28,0.6004,"Получил 40 тыс ₸ от 1 плательщика (1 перевод), отправил 55 тыс ₸ 2 получателям (2 перевода); отправил в 1,4× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",193,R4: out/in=1.38>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,2,40000.0,55000.0,1,2,1.375,1.0,15000.0,0,0,0.0008087,2.14e-05,fast_transit;in_cycle,0.2062,0.1416,0.1859,0.0,0.0667
100000004715209100,transit,0.7,2,0.5999,"Получил 5 тыс ₸ от 1 плательщика (1 перевод), отправил 350 тыс ₸ 5 получателям (17 переводов); отправил в 70,1× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",194,R4: out/in=70.09>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,5,5000.0,350450.0,1,17,70.09,1.0,345450.0,0,0,0.00028754,7.767e-05,fast_transit;in_cycle;unseen_inflow,0.147,0.2016,0.1846,0.0,0.0667
100000004677680100,transit,0.753,14,0.5997,"Получил 63 тыс ₸ от 2 плательщиков (2 перевода), отправил 168 тыс ₸ 1 получателю (3 перевода); отправил в 2,7× больше полученного → есть невидимые входящие; 29% полученного ушло за ≤2 дн",195,R4: out/in=2.67>1.2 (невидимые входящие),-,not_sink,False,1.0,False,1,2,1,63000.0,168000.0,2,3,2.6667,0.2857,105000.0,1,0,0.00109283,4.121e-05,in_cycle;unseen_inflow,0.1581,0.1835,0.1914,0.0333,0.0333
100000008722417100,transit,0.88,3,0.5991,"Получил 332 тыс ₸ от 1 плательщика (1 перевод), отправил 720 тыс ₸ 3 получателям (6 переводов); отправил в 2,2× больше полученного → есть невидимые входящие; 78% полученного ушло за ≤2 дн",196,R4: out/in=2.17>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,3,331900.0,720000.0,1,6,2.1693,0.7834,388100.0,0,0,0.00029633,5.766e-05,unseen_inflow,0.1848,0.2331,0.1812,0.0,0.0
100000008752616100,transit,0.669,2,0.5991,"Получил 65 тыс ₸ от 2 плательщиков (2 перевода), отправил 1,26 млн ₸ 7 получателям (7 переводов); отправил в 19,6× больше полученного → есть невидимые входящие; 84% полученного ушло за ≤2 дн",197,R4: out/in=19.61>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,2,7,64510.0,1265000.0,2,7,19.6094,0.845,1200490.0,0,0,0.00031306,0.00013876,fast_transit;unseen_inflow,0.1405,0.236,0.1893,0.0,0.0333
100000007390016100,transit,0.665,46,0.5981,"Получил 511 тыс ₸ от 1 плательщика (13 переводов), отправил 346 тыс ₸ 1 получателю (14 переводов); дальше ушло 68%; 38% полученного ушло за ≤2 дн",198,R4: out/in=0.68≥0.5,-,not_sink,False,1.0,False,3,1,1,511000.0,346500.0,13,14,0.6781,0.3816,0.0,0,0,0.001843,0.0,in_cycle,0.1396,0.2286,0.1964,0.0,0.0333
100000008086440100,transit,0.838,1,0.5981,"Получил 200 тыс ₸ от 1 плательщика (1 перевод), отправил 161 тыс ₸ 5 получателям (6 переводов); дальше ушло 81%; 19% полученного ушло за ≤2 дн",199,R4: out/in=0.81∈[0.8;1.2],-,not_sink,False,1.0,False,3,1,5,199733.0,161300.0,1,6,0.8076,0.1903,0.0,0,0,0.00033767,0.0001052,in_cycle,0.176,0.2022,0.1867,0.0,0.0333
100000001330685100,terminal,0.897,3,0.597,"Получил 2,44 млн ₸ от 3 плательщиков (7 переводов), дальше ушло 4%; seed среди плательщиков: 1",200,"R5: out/in=0.04≤0.1, in=2,44 млн ₸",-,confirmed_sink,False,1.0,False,1,3,1,2435923.0,100500.0,7,1,0.0413,0.0,0.0,1,0,0.00043822,1.922e-05,-,0.157,0.2447,0.162,0.0333,0.0
100000004336312100,transit,0.858,35,0.5966,"Получил 90 тыс ₸ от 3 плательщиков (7 переводов), отправил 73 тыс ₸ 2 получателям (3 перевода); дальше ушло 80%; 29% полученного ушло за ≤2 дн",201,R4: out/in=0.80∈[0.8;1.2],-,not_sink,False,1.0,False,2,3,2,90415.0,72650.0,7,3,0.8035,0.2876,0.0,0,0,0.00069601,3.378e-05,burst_in;in_cycle,0.1802,0.1676,0.1821,0.0,0.0667
100000008724461100,transit,0.99,2,0.5965,"Получил 100 тыс ₸ от 1 плательщика (1 перевод), отправил 130 тыс ₸ 1 получателю (1 перевод); отправил в 1,3× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",202,R4: out/in=1.30>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,100111.0,130000.0,1,1,1.2986,1.0,29889.0,0,0,0.00029073,2.239e-05,fast_transit,0.2079,0.1832,0.1722,0.0,0.0333
100000001303311100,consolidator,0.545,13,0.5961,"Получает от 5 плательщиков: 1,32 млн ₸, 5 переводов (в среднем 265 тыс ₸); дальше не отправлял; 4 плательщика за один день (30.07)",203,R3: in_deg=5≥4,-,truncated_time,False,0.0,False,3,5,0,1324000.0,0.0,5,0,0.0,-1.0,0.0,0,0,0.0005017,0.0,burst_in;late_inflow,0.1717,0.2359,0.1552,0.0,0.0333
100000008746449100,distributor,0.5,2,0.596,"Веерная раздача: 1,01 млн ₸ 10 получателям (10 переводов, в среднем 101 тыс ₸); получил 10 тыс ₸ от 1 плательщика; 7 получателей за один день (27.07)",204,R2: out_deg=10≥10 и ≥3×in_deg,-,not_sink,False,1.0,False,3,1,10,10000.0,1009000.0,1,10,100.9,0.0,999000.0,0,0,0.000287,0.00016598,burst_out;unseen_inflow,0.14,0.2323,0.1904,0.0,0.0333
100000008144528100,consolidator,0.545,6,0.5958,"Получает от 5 плательщиков: 1,07 млн ₸, 13 переводов (в среднем 82 тыс ₸); дальше не отправлял",205,R3: in_deg=5≥4,terminal,confirmed_sink,False,0.0,False,2,5,0,1068202.6,0.0,13,0,0.0,-1.0,0.0,0,0,0.00105554,0.0,-,0.1717,0.2333,0.1908,0.0,0.0
100000008188026100,transit,0.646,19,0.5958,"Получил 86 тыс ₸ от 2 плательщиков (5 переводов), отправил 338 тыс ₸ 4 получателям (4 перевода); отправил в 3,9× больше полученного → есть невидимые входящие; seed среди плательщиков: 1",206,R4: out/in=3.91>1.2 (невидимые входящие),-,not_sink,False,1.0,False,1,2,4,86468.0,337983.17,5,4,3.9088,0.0,251515.16999999998,1,0,0.0002993,8.203e-05,in_cycle;unseen_inflow,0.1357,0.2083,0.1851,0.0333,0.0333
100000007170072100,transit,0.999,8,0.5956,"Получил 100 тыс ₸ от 1 плательщика (1 перевод), отправил 100 тыс ₸ 2 получателям (9 переводов); дальше ушло 100%; 100% полученного ушло за ≤2 дн",207,R4: out/in=0.99∈[0.8;1.2],-,not_sink,False,1.0,False,3,1,2,100000.0,99500.0,1,9,0.995,0.995,0.0,0,0,0.00030766,3.844e-05,fast_transit,0.2098,0.1767,0.1758,0.0,0.0333
100000002748180100,transit,0.7,9,0.5954,"Получил 10 тыс ₸ от 1 плательщика (1 перевод), отправил 680 тыс ₸ 8 получателям (9 переводов); отправил в 68,7× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",208,R4: out/in=68.66>1.2 (невидимые входящие),-,not_sink,False,1.0,False,1,1,8,9900.0,679743.0,1,9,68.6609,1.0,669843.0,1,0,0.00028721,8.52e-06,fast_transit;unseen_inflow,0.147,0.2241,0.1577,0.0333,0.0333
100000001887715100,transit,0.644,13,0.5953,"Получил 1,33 млн ₸ от 3 плательщиков (4 перевода), отправил 750 тыс ₸ 1 получателю (1 перевод); дальше ушло 56%; 56% полученного ушло за ≤2 дн",209,R4: out/in=0.56≥0.5,-,not_sink,False,1.0,False,3,3,1,1331500.0,750000.0,4,1,0.5633,0.5633,0.0,0,0,0.00073093,2.259e-05,burst_in,0.1352,0.2432,0.1835,0.0,0.0333
100000005183943100,terminal,0.918,40,0.5952,"Получил 681 тыс ₸ от 1 плательщика (9 переводов), дальше ушло 0%; seed среди плательщиков: 1",210,"R5: out/in=0.00≤0.1, in=681 тыс ₸",-,confirmed_sink,False,0.0,False,1,1,0,680900.0,0.0,9,0,0.0,-1.0,0.0,1,0,0.00061084,0.0,-,0.1606,0.2239,0.1773,0.0333,0.0
100000008258458100,transit,0.7,39,0.5952,"Получил 19 тыс ₸ от 1 плательщика (1 перевод), отправил 1,56 млн ₸ 2 получателям (4 перевода); отправил в 82,0× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",211,R4: out/in=82.00>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,2,19000.0,1557988.0,1,4,81.9994,1.0,1538988.0,0,0,0.00029126,3.844e-05,fast_transit;unseen_inflow,0.147,0.2391,0.1758,0.0,0.0333
100000008258083100,transit,0.582,15,0.5951,"Получил 3,15 млн ₸ от 2 плательщиков (13 переводов), отправил 2,05 млн ₸ 2 получателям (6 переводов); дальше ушло 65%; 4% полученного ушло за ≤2 дн",212,R4: out/in=0.65≥0.5,-,not_sink,False,1.0,False,2,2,2,3149500.0,2045650.0,13,6,0.6495,0.0373,0.0,0,0,0.00105004,7.767e-05,in_cycle,0.1222,0.2488,0.1907,0.0,0.0333
100000007544358100,transit,0.814,6,0.5949,"Получил 322 тыс ₸ от 2 плательщиков (2 перевода), отправил 350 тыс ₸ 1 получателю (3 перевода); дальше ушло 109%; 7% полученного ушло за ≤2 дн; seed среди плательщиков: 1",213,R4: out/in=1.09∈[0.8;1.2],-,not_sink,False,1.0,False,1,2,1,322500.0,350000.0,2,3,1.0853,0.0698,27500.0,1,0,0.00034057,1.962e-05,-,0.1709,0.2235,0.1671,0.0333,0.0
100000001102676100,transit,1.0,5,0.5948,"Получил 50 тыс ₸ от 1 плательщика (1 перевод), отправил 50 тыс ₸ 1 получателю (1 перевод); дальше ушло 100%; 100% полученного ушло за ≤2 дн",214,R4: out/in=1.00∈[0.8;1.2],-,not_sink,False,1.0,False,2,1,1,50000.0,50000.0,1,1,1.0,1.0,0.0,0,1,0.00031303,2.398e-05,fast_transit,0.21,0.145,0.1731,0.0333,0.0333
100000008758168100,transit,0.673,13,0.5947,"Получил 75 тыс ₸ от 2 плательщиков (2 перевода), отправил 1,53 млн ₸ 5 получателям (5 переводов); отправил в 20,3× больше полученного → есть невидимые входящие; 87% полученного ушло за ≤2 дн",215,R4: out/in=20.34>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,2,5,75410.0,1533600.0,2,5,20.3368,0.8674,1458190.0,0,0,0.00031837,5.602e-05,fast_transit;unseen_inflow,0.1413,0.2394,0.1806,0.0,0.0333
100000004209339100,transit,0.815,53,0.5945,"Получил 138 тыс ₸ от 1 плательщика (6 переводов), отправил 238 тыс ₸ 2 получателям (11 переводов); отправил в 1,7× больше полученного → есть невидимые входящие; 31% полученного ушло за ≤2 дн",216,R4: out/in=1.72>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,1,2,138500.0,238500.0,6,11,1.722,0.3105,100000.0,0,0,0.00081953,2.1e-05,in_cycle;unseen_inflow,0.1711,0.2037,0.1863,0.0,0.0333
100000003509750100,transit,0.942,7,0.5938,"Получил 82 тыс ₸ от 3 плательщиков (4 перевода), отправил 78 тыс ₸ 3 получателям (5 переводов); дальше ушло 95%; 71% полученного ушло за ≤2 дн",217,R4: out/in=0.95∈[0.8;1.2],-,not_sink,False,1.0,False,2,3,3,82290.0,78400.0,4,5,0.9527,0.7097,0.0,0,0,0.00168705,1.98e-06,in_cycle,0.1978,0.167,0.1956,0.0,0.0333
100000005778283100,consolidator,0.5,7,0.5935,"Получает от 3 плательщиков: 616 тыс ₸, 3 перевода (в среднем 205 тыс ₸); seed среди плательщиков: 2; дальше не отправлял",218,R3: seed-плательщиков=2≥2,terminal,confirmed_sink,False,0.0,False,1,3,0,615760.0,0.0,3,0,0.0,-1.0,0.0,2,0,0.00043758,0.0,-,0.1575,0.2219,0.1475,0.0667,0.0
100000001526235100,transit,0.718,47,0.5935,"Получил 82 тыс ₸ от 3 плательщиков (4 перевода), отправил 433 тыс ₸ 8 получателям (9 переводов); отправил в 5,3× больше полученного → есть невидимые входящие; 55% полученного ушло за ≤2 дн",219,R4: out/in=5.28>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,3,8,82000.0,432750.0,4,9,5.2774,0.5549,350750.0,0,0,0.00087786,0.0002566,in_cycle;unseen_inflow,0.1508,0.2171,0.1923,0.0,0.0333
100000004017410100,transit,0.617,35,0.5933,"Получил 194 тыс ₸ от 2 плательщиков (6 переводов), отправил 1,33 млн ₸ 5 получателям (11 переводов); отправил в 6,9× больше полученного → есть невидимые входящие; 22% полученного ушло за ≤2 дн",220,R4: out/in=6.87>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,2,5,193650.0,1330915.0,6,11,6.8728,0.2202,1137265.0,0,0,0.00113154,4.059e-05,in_cycle;unseen_inflow,0.1296,0.2385,0.1918,0.0,0.0333
100000002173161100,terminal,1.0,6,0.593,"Получил 1,43 млн ₸ от 3 плательщиков (5 переводов), дальше ушло 0%; seed среди плательщиков: 1",221,"R5: out/in=0.00≤0.1, in=1,43 млн ₸",-,confirmed_sink,False,0.0,False,1,3,0,1427500.0,0.0,5,0,0.0,-1.0,0.0,1,0,0.00043541,0.0,-,0.175,0.2373,0.1473,0.0333,0.0
100000003154105100,transit,0.782,52,0.593,"Получил 60 тыс ₸ от 1 плательщика (1 перевод), отправил 338 тыс ₸ 7 получателям (9 переводов); отправил в 5,6× больше полученного → есть невидимые входящие; 92% полученного ушло за ≤2 дн",222,R4: out/in=5.63>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,7,60000.0,338000.0,1,9,5.6333,0.9167,278000.0,0,0,0.00055068,0.00014009,fast_transit;unseen_inflow,0.1642,0.2059,0.1896,0.0,0.0333
100000006240939100,transit,0.818,24,0.5921,"Получил 160 тыс ₸ от 1 плательщика (1 перевод), отправил 778 тыс ₸ 5 получателям (5 переводов); отправил в 4,9× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",223,R4: out/in=4.86>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,1,5,160000.0,778015.0,1,5,4.8626,1.0,618015.0,0,0,0.00031875,4.16e-06,fast_transit;unseen_inflow,0.1718,0.2309,0.1561,0.0,0.0333
100000001788284100,transit,0.7,47,0.592,"Получил 8 тыс ₸ от 1 плательщика (1 перевод), отправил 297 тыс ₸ 5 получателям (8 переводов); отправил в 37,1× больше полученного → есть невидимые входящие; 100% полученного ушло за ≤2 дн",224,R4: out/in=37.09>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,5,8000.0,296700.0,1,8,37.0875,1.0,288700.0,0,0,0.00029938,5.944e-05,fast_transit;in_cycle;unseen_inflow,0.147,0.196,0.1824,0.0,0.0667
100000001637376100,transit,0.932,3,0.5919,"Получил 117 тыс ₸ от 1 плательщика (1 перевод), отправил 234 тыс ₸ 1 получателю (2 перевода); отправил в 2,0× больше полученного → есть невидимые входящие; 99% полученного ушло за ≤2 дн",225,R4: out/in=2.01>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,116700.0,234250.0,1,2,2.0073,0.994,117550.0,0,0,0.00028935,1.922e-05,fast_transit;unseen_inflow,0.1957,0.2008,0.162,0.0,0.0333
